,Text,Language
1970,"అయితే, ఈ ఘటన ఎక్కడ చోటుచేసుకుందనేది తెలియరాలేదు.",Telugu
753,"அதற்கான விளக்க பெட்டியில் கீழே, இப்போது ரகசிய முனை சரளமாக ஒலிக்க ரகசிய முனை என்பது சில நேரங்களில் எனக்குத் தெரிந்த ஒன்றுக்கு மேற்பட்ட ஸ்மார்ட் சொல் அல்லது வாக்கியத்தைப் பயன்படுத்தக்கூடாது.",Tamil
591,"എങ്ങനെ' സംഭവിച്ച എല്ലാ കാര്യങ്ങളും ഇപ്പോൾ മരിയൻ അവരോട് പറഞ്ഞു, ആ സമയം മുതൽ അവൾ വളരെയധികം മാറി.",Malayalam
978,நான் உதவ மகிழ்ச்சியாக இருப்பேன்.,Tamil
1498,పర్యావరణాన్ని పరిరక్షించడం మనందరి బాధ్యత అని తెలిపారు.,Telugu
641,"[43] நுபீடியாவிலிருந்த அனைத்து உள்ளடக்கங்களும், விக்கிப்பீடியாவினுள் சேர்க்கப்பட்டதும், 2003 ஆம் ஆண்டில், நுபீடியாவிற்கான வழங்கி இல்லாது செய்யப்பட்ட காலம்வரை, நுபீடியாவும், விக்கிப்பீடியாவும் ஒன்றுசேர்ந்து இயங்கி வந்தன.",Tamil
1914,ఎలా కాళ్ళపై సిరలు చికిత్స ఎలా?,Telugu
547,പക്ഷിയുടെതുപോലെയുള്ള ചെറിയ കണ്ണുകളും മറ്റേയാൾക്ക് വലിയ മൂക്കും ഉണ്ടായിരുന്നെങ്കിൽ ഞാൻ അവന്റെ അടുത്ത് വരാൻ ആഗ്രഹിക്കുന്നില്ല.,Malayalam
1363,ಅದನ್ನು ಉಲ್ಲೇಖಿಸಬೇಡಿ.,Kannada
1842,ఇలా చెబుతూ,Telugu
510,എനിക്ക് കഴിയില്ലെന്ന് ഞാൻ ഭയപ്പെടുന്നു.,Malayalam
1231,ನನಗೆ ಆಸಕ್ತಿಯಿಲ್ಲ.,Kannada
1952,అయితే ఇందుకు సంబంధించిన అధికారిక ప్రకటన మాత్రం ఇంకా వెలువడాల్పి ఉంది.,Telugu
1843,అయినను యెహోవా సదాకాలము తన సేవకుడగు దావీదునకును అతని కుమారులకును దీపము నిలిపెదనని మాట యిచ్చి యుండెను గనుక అతని జ్ఞాపకముచేత యూదాను నశింప జేయుటకు ఆయనకు మనస్సు లేకపోయెను.,Telugu
1400,"ಟಿ ನೀವು ಹೇಗಿದ್ದೀರಿ ನಾನು ತುಂಬಾ ಒಳ್ಳೆಯವನಾಗಿದ್ದೆ, ನನ್ನ ಮಗಳು ನಾರ್ಸಿಸಾ ಮಾತ್ರ ಸ್ವಲ್ಪ ಹೆಚ್ಚು ತಿಳುವಳಿಕೆಯಿದ್ದರೆ ಮರಿಯನ್ ಮೆಲ್ಲೀ ಮತ್ತು ಟೆರ್ರಿ ನಾರ್ಸಿಸಾ ಬಗ್ಗೆ ಹೇಳಿದ್ದಳು ಮತ್ತು ಅವಳು ಹೇಗೆ ಚಿಂತೆ ಮಾಡುತ್ತಿದ್ದಳು ಅವಳು ತಿನ್ನಲು ಬಯಸುತ್ತಾಳೆ ಚಿನ್ನದಿಂದ ಮಾಡಿದ ಬ್ರೆಡ್ ಅವಳ ಕನಸು ನನಸಾದರೆ ನಾನು ಅವಳೊಂದಿಗೆ ಏನು ಮಾಡಬೇಕು.",Kannada
1827,ఇదంతా ఎలా సాధ్యం అంటారా .,Telugu
1140,ಮೂರು ನೀವು ಏನು ಮಾಡುತ್ತಿದ್ದೀರಿ ಎಂದು ಕೇಳಲು ಬಯಸಿದರೆ.,Kannada
628,"திறமூல விக்கியை வைத்து அந்தக் குறிக்கோளை அடையச் செய்த, திட்டவடிவம் கொடுத்த பெருமை, சாங்கரையேச் சாரும்.",Tamil
1250,"ನೀವು ಈ ವೀಡಿಯೊವನ್ನು ನೋಡುವಾಗ ಇದು ಯಾವ ದಿನ ಎಂದು ನನಗೆ ತಿಳಿದಿಲ್ಲ, ಆದರೆ ಇದು ವಾರಾಂತ್ಯದಲ್ಲಿ ಶುಕ್ರವಾರವಾಗಿದ್ದರೆ.",Kannada
505,ഇത് ചെയ്യാൻ എന്നെ സഹായിക്കാമോ എന്ന് ഞാൻ ചിന്തിക്കുകയായിരുന്നു.,Malayalam
436,ലൈബ്രറി എവിടെയാണെന്ന് നിങ്ങൾക്ക് അറിയാമോ?,Malayalam
1038,"உங்கள் மகளின் பெயரும் அழகும் உலகம் முழுவதும் அறியப்பட்ட நல்ல அதிர்ஷ்டத்தின் தேவதையாக நான் இருக்கிறேன், நான் உங்களுக்கு ஒரு பரிசைக் கொண்டு வந்தேன், ஆனால் அவருடன் நீங்கள் செல்ல முடியாது என்று உங்களுக்குத் தெரியாது.",Tamil
637,"[34] ஆரம்பத்தில், போமிஸ், இதனை ஒரு வணிக ரீதியில் ஆதாயம் கிடைக்கும்படியான திட்டமாகச் செய்யவே நினைத்திருந்தது.",Tamil
616,"இத்திட்டம் இலாப நோக்கமற்றது; பக்கச் சார்பற்றது; நடுநிலைமையை வலியுறுத்துவது; இதன் நுட்பக் கட்டமைப்பும், கட்டற்ற திறந்த வழியில் ஆக்கப்பட்டு உபயோகிக்கப்படுகின்றது.",Tamil
1202,"ಓಹ್, ಇದು ಬಹುತೇಕ ಹುಚ್ಚನಂತೆ.",Kannada
236,രണ്ടാം ലോക മഹായുദ്ധസമയത്ത് സൈനികർക്ക് ബാധകമായ ചില പരസ്പരവിരുദ്ധമായ നിയമങ്ങൾ വിവരിക്കുമ്പോൾ ജോസഫ് ഹെല്ലർ തന്റെ പ്രസിദ്ധമായ ക്യാച്ച് -22 എന്ന തന്റെ പ്രസിദ്ധമായ പുസ്തകത്തിൽ ക്യാച്ച് -22 സൃഷ്ടിച്ചു.,Malayalam
252,"എനിക്ക് തികഞ്ഞ ഒരു സ്കോർ ലഭിച്ചു, അതിശക്തമായ പദത്തിന് ക്ലാസിക്കൽ ലാറ്റിൻ വേരുകളുണ്ട്.",Malayalam
1572,గడువులోగా ప్రాజెక్టును పూర్తిచేయాలన్న ముఖ్యమంత్రి వైఎస్‌ జగన్‌మోహన్‌రెడ్డి ఆదేశాలకనుగుణంగా పనులను నిరంతరాయంగా కొనసాగిస్తున్నారు.,Telugu
133,വിക്കിപീഡിയരിൽ ചിലരെ കാര്യനിർവ്വാഹകർ (സിസോപ്പുകൾ) ആയി തിരഞ്ഞെടുക്കുന്നു.,Malayalam
223,".നാമെല്ലാവരും ഇംഗ്ലീഷിൽ കൂടുതൽ പ്രാവീണ്യമുള്ളവരാകാനുള്ള ദ്രുത വഴികൾ തേടുകയാണ്, എനിക്കറിയാം എന്താണ് സംഭവിക്കുന്നതെന്ന് ഞങ്ങളുടെ തലച്ചോറിനെ ചുറ്റിപ്പറ്റിയുള്ള കുറച്ച് വാക്കുകൾ മാത്രമേ ഉള്ളൂവെന്നും ഈ അത്ഭുതകരമായ രസകരമായ അല്ലെങ്കിൽ ഇതിഹാസം ഉപയോഗിച്ച് ഈ മുഴുവൻ സംഭാഷണവും നടത്തേണ്ടതുണ്ടെന്നും അതിനാൽ ഞങ്ങൾ എങ്ങനെ നിങ്ങളുടെ ദൈനംദിന ജീവിതത്തിൽ ഉപയോഗിക്കാൻ കഴിയുന്ന ചില മികച്ച പുതിയ ഇംഗ്ലീഷ് വാക്കുകൾ മനസിലാക്കുകയും മിനിറ്റുകൾക്കുള്ളിൽ നിങ്ങളുടെ പദാവലി ഉയർത്തുകയും ചെയ്യുക.",Malayalam
26,അതത് വിഷയങ്ങളിലെ പ്രമുഖരുടെ ലേഖനങ്ങൾക്ക്‌ പ്രാധാന്യം കൊടുത്തുകൊണ്ടുള്ള ന്യൂപീഡിയ ആയിരുന്നു അടുത്തത്‌.,Malayalam
1169,ನೀವು ಅದನ್ನು ಪುನರಾವರ್ತಿಸಬಹುದೇ ಏಕೆಂದರೆ ಯಾರಾದರೂ ಇಡೀ ಪದಗುಚ್ again ವನ್ನು ಮತ್ತೆ ಪುನರಾವರ್ತಿಸಬೇಕೆಂದು ನಾನು ಬಯಸಿದರೆ ನಾನು ಕೊನೆಯ ಪದವನ್ನು ಹಿಡಿಯಲಿಲ್ಲ.,Kannada
1558,డాక్టర్ కావాలన్న తన కలను నెరవేర్చుకోవాలనుకున్నాడు.,Telugu
783,"நீங்கள் ஒருவருக்கு நன்றி சொல்ல விரும்பினால், அது மிகவும் வகையானது என்று நீங்கள் கூறலாம், அதைச் செய்ததற்கு மிக்க நன்றி, அது உங்களுக்கு மிகவும் வகையானது, யாராவது இருந்தால் அது உங்களுக்கு மிகவும் வகையானது.",Tamil
1480,ఆస్పత్రి నుంచి గంగూలీ‌ డిశ్ఛార్జి,Telugu
177,പക്ഷേ ഇന്ത്യൻ ഭാ‍ഷകളിലെ ആദ്യത്തെ വിക്കിപീഡിയകളായ ഇവ മൂന്നും ഇപ്പോൾ നിർജീവമാണ്.,Malayalam
1483,205 కోట్లు లభించనున్నాయి.,Telugu
1819,అయితే ఈ ప్లాన్ కేవలం 12 జీబీ డేటాను మాత్రమే అందిస్తోంది.,Telugu
249,അതിനാൽ അടുത്ത തവണ വാർത്തയിൽ ഭയാനകമായ ഒരു പ്രവൃത്തിയെക്കുറിച്ച് കേൾക്കുമ്പോൾ ഓർമ്മിക്കുക.,Malayalam
269,"അക്യൂട്ട് ആംഗിൾ 90 ഡിഗ്രിയിൽ കുറവുള്ള ഈ മൂർച്ചയുള്ള കോണാണ്, അതിനാൽ ഒരു വാക്ക് മൂർച്ചയെ സൂചിപ്പിക്കാൻ ഉപയോഗിക്കുന്നു, അതിനാൽ മാനസികമായി മൂർച്ചയുള്ളതും വൃത്തികെട്ടതും മൂർച്ചയുള്ളവയെ സൂചിപ്പിക്കുന്നു .അതിനാൽ മനസ്സിൽ അൽപ്പം മന്ദഗതിയിലാകുന്നു, അതിനാൽ ഉദാഹരണത്തിൽ വാചകം മനുഷ്യനാണ് തന്റെ പാസ്‌വേഡ് ഒരു വ്യാജ കോളർ‌ അല്ലെങ്കിൽ‌ വൃത്തികെട്ട കുട്ടിക്ക് നൽകി.",Malayalam
1853,""""""" అనే ప్రశ్న ఉంటుంది.""",Telugu
483,പദ്ധതികൾ തയ്യാറാക്കികൊണ്ടിരിക്കുന്നു.,Malayalam
734,"அவர் தனது பயணத்தின்போது அல்லது ஒரு நேர்காணலில் நாங்கள் ஏன் உங்களை வேலைக்கு அமர்த்த வேண்டும் என்று கேட்டபோது அவர் முற்றிலும் புழுக்கமாகப் பார்த்தார், எனவே அடுத்த முறை ஒரு தேர்வில் ஏதேனும் கேள்விகளில் நீங்கள் குழப்பமடைந்தால் நீங்கள்.",Tamil
250,"ഇത് ഒരു ക്രൂരമായ പ്രവൃത്തിയാണെന്ന് പറയുകയും പറയുകയും ചെയ്യുക സ്മാർട്ട് വേഡ് നമ്പർ 5 വിഡ്, ിത്തമാണ്, വിഡ്, ിത്തമാണ്, അതിശയകരമായത്, അതിശയകരമായ ആശ്ചര്യപ്പെടുത്തുന്നതാണ്.",Malayalam
823,நீங்கள் அவருடன் பேச விரும்பும் ஒரு நபரின் பெயர் உங்களிடம் இல்லையென்றால் விஷயங்கள் வருத்தப்பட வேண்டாம்.,Tamil
1312,ನಾನು ಮುಗಿಸಲಿ.,Kannada
511,ഓഫറുകൾ നടത്തുന്നു.,Malayalam
1697,ఆసియా కప్ మహిళల హాకీ ఫైనల్‌లో చైనాను ఓడించిన భారత్,Telugu
1658,దీనిపై ఎలాంటి అధికారిక ప్రకటనా లేదు.,Telugu
1145,ನಿಮಗೆ ಹೇಗೆ ಗೊತ್ತು?.,Kannada
824,நீங்கள் தொந்தரவு செய்ய மன்னிக்கவும் நீங்கள் பார்க்கிறீர்கள் என்று உங்களுக்குத் தெரியும்.,Tamil
104,ഇത്തരത്തിൽ സംവൃതോകാരത്തിന്റെ ഉപയോഗം സംബന്ധിച്ചുണ്ടായ ഇത്തരം ചർച്ച ഇന്നും അവസാനിച്ചിട്ടില്ല.,Malayalam
1822,సందర్సకులలో అభిరుచి వచ్చింది.,Telugu
692,"அதன் பின்னர், “பல்நிலை வழங்கிக் கட்டமைப்பு”க்கு விக்கிப்பீடியா மாற்றப்பட்டது.",Tamil
138,അതിനുപുറമേ സാധാരണ വിക്കിപീഡിയർ ചെയ്യുന്നതെന്തും ഇവരും ചെയ്യുന്നു.,Malayalam
1628,"కాగా త్రిబుల్ ఆర్ పోస్ట్ చేసిన పోస్టర్ లో రామ్ చరణ్ గుర్రపు స్వారీ చేస్తుండగా, ఎన్టీఆర్ బైక్ రైడింగ్ చేస్తూ కనిపించారు.",Telugu
1328,"ಇಲ್ಲ, ಕ್ಷಮಿಸಿ, ನಾನು ಈಗಾಗಲೇ ಕೆಲವು ಯೋಜನೆಗಳನ್ನು ಹುಚ್ಚನಾಗಿದ್ದೇನೆ.",Kannada
170,"ഒരു
വീട്ടമ്മ അന്നുകണ്ട സിനിമ ആരുണ്ടാക്കി, അഭിനയിക്കുന്നവരാരെല്ലാം എന്നെഴുതുന്നു.",Malayalam
942,நான் இங்கே குதித்தால் நீங்கள் கவலைப்படுகிறீர்களா?,Tamil
666,"இது, ‘இறங்கு வரிசை’யில் ஒழுங்குபடுத்தப்பட்டிருக்கும்.",Tamil
387,ആരെങ്കിലും കരയുകയും അത് ആവശ്യമില്ലെങ്കിൽ.,Malayalam
211,ഉദാഹരണത്തിന് മാതൃ ഒരു രേഖീയസമവാക്യമായിരിക്കണോ (Linear Equation) അതോ ബഹുപദമായിരിക്കണോ (Polynomial) എന്ന് തീരുമാനിക്കപ്പെടുന്നു.,Malayalam
360,അതിനാൽ നിങ്ങൾ ഒരു സംഭാഷണത്തിനിടയിലാണെങ്കിൽ ഞങ്ങൾ വീണ്ടും എവിടെയായിരുന്നുവെന്ന് പരിശീലിക്കാനുള്ള മികച്ച മാർഗമാണിത്.,Malayalam
242,"നന്നായി പെരുമാറിയ സ്വേവ് എന്ന വാക്കിന് വ്യത്യസ്ത ഉറവിടങ്ങളുണ്ട്, എന്നാൽ ഈ വാക്കിന്റെ വളരെ രസകരമായ ഒരു ഉത്ഭവം മനോഹരമായ അല്ലെങ്കിൽ മധുരമുള്ള രുചിയുടെ ഉദാഹരണമാണ്.",Malayalam
1344,ಖಂಡಿತವಾಗಿಯೂ ಯಾವುದೇ ತೊಂದರೆಯಿಲ್ಲ.,Kannada
456,ഒരു ചോദ്യം ഒഴിവാക്കുന്നു.,Malayalam
1701,ఫలితంగా ప్రయాణికులు ఇక్కట్లకు గురవుతున్నారు.,Telugu
1915,దొంగ కోసం గాలిస్తున్నామని పోలీసులు వెల్లడించారు.,Telugu
1769,అన్యాయం ఎందుకు చేస్తున్నారు?,Telugu
1767,వాటిలో కొన్ని తన సొంత ఉత్పత్తి.,Telugu
2019,కానీ ఇతను ఎవరో నాకు తెలియదు.,Telugu
595,"தமிழ் விக்கிப்பீடியாவின் 1,00,000க்கும் மேற்பட்ட கட்டுரைகளுடன் சேர்த்து இதன் மொத்தக் கட்டுரைகளான 24 மில்லியன் கட்டுரைகளும் உலகெங்கிலுமுள்ள தன்னார்வலர்களால் கூட்டாக எழுதப்படுகின்றன.",Tamil
1413,"ಮಾಣಿಕ್ಯಗಳ ಪಚ್ಚೆಗಳ ಸಲಾಡ್ ಮತ್ತು ಅಲ್ಲಿರುವ ಬ್ರೆಡ್ ಚಿನ್ನದ ಚಿನ್ನದ ಬ್ರೆಡ್ನಿಂದ ಮಾಡಲ್ಪಟ್ಟಿದೆ, ಈ ಜಾಮ್ ಎಷ್ಟು ಸುಂದರವಾಗಿ ಕಾಣುತ್ತದೆ ಮತ್ತು ಬ್ರೆಡ್ನೊಂದಿಗೆ ಸುಂದರವಾಗಿ ರುಚಿ ನೋಡುತ್ತದೆ.",Kannada
622,"[31][32] லாரி சாங்கர், முதலில் நுபீடியாவிற்கும், பின்னர் விக்கிப்பீடியாவிற்கும் தலைமை ஆசிரியராகப் பணியாற்றியவர் ஆவார்.",Tamil
228,"m ജോലിയിൽ ചതുപ്പുനിലമാണ് എനിക്ക് വളരെയധികം ജോലിയുണ്ട്, ഈ ആഴ്ച മുഴുവൻ എനിക്ക് ജോലിയിൽ ചതുപ്പുനിലമായിട്ടുണ്ട്, എനിക്ക് ശ്വസിക്കാൻ സമയമില്ല, ഇപ്പോൾ ഈ വാക്കിന്റെ മൂലം നോക്കാം.",Malayalam
748,"அல்லது இந்த காலாண்டில் வர்த்தகம் மந்தமாகிவிட்டது, நீங்கள் ஒரு நாள் மிகவும் சோர்வாக உணர்ந்தால் அதை உங்கள் அன்றாட வாழ்க்கையில் பயன்படுத்தலாம், ஒரு நாள் உங்கள் அம்மாவிடம் சொல்லலாம் அல்லது நீங்கள் சொல்லலாம்.",Tamil
724,"ஸ்மார்ட் சொல் எண் 5 பிரமாதமானது, பிரமாதமானது, பிரமாதமானது, ஆச்சரியமான ஆச்சரியம் என்று பொருள்.",Tamil
669,"அதிகமான கட்டுரைகளைக் கொண்ட மொழிப் பதிப்புக்களில், தொகுப்பாளர்கள் கவனிப்புப் பட்டியலைப் பேண விரும்புகின்றனர்.",Tamil
488,"തീർച്ചയായും, നിങ്ങളുടെ മനസ്സിൽ എന്താണ് ഉള്ളത്?",Malayalam
1437,పద్మినీ స్త్రీ రాత్రి వేళల్లో రతికి ఇష్టపడదు.,Telugu
317,"ഞാൻ ചോദിക്കുന്നു, അവസാനം ഞാൻ പറയുന്നു.",Malayalam
1133,ಪ್ರಾರಂಭಿಸಲು ಇದು ಅತ್ಯುತ್ತಮ ವೀಡಿಯೊ ಆದ್ದರಿಂದ ಆಶಾದಾಯಕವಾಗಿ 10 ನಿಮಿಷಗಳಲ್ಲಿ ಇಂಗ್ಲಿಷ್‌ನಲ್ಲಿ 50 ನುಡಿಗಟ್ಟುಗಳನ್ನು ನೋಡೋಣ.,Kannada
1081,"ಅವನು ತುಂಬಾ ಪೋಯ್ಸ್ಡ್ ಮತ್ತು ವಿಶೇಷವಾಗಿ ಹೆಂಗಸರ ಮುಂದೆ ಅಥವಾ ಬರಾಕ್ ಒಬಾಮಾ ತುಂಬಾ ಮೃದುವಾದ ಮತ್ತು ಹೊಳಪುಳ್ಳವನಾಗಿದ್ದಾನೆ, ನೀವು ಮುಂದಿನ ಬಾರಿ ಪಾರ್ಟಿಯಲ್ಲಿರುವಾಗ ನೆನಪಿಡಿ ಮತ್ತು ನೀವು ಈ ವ್ಯಕ್ತಿಯನ್ನು ನೋಡುತ್ತೀರಿ.",Kannada
773,"சொற்றொடர் எண் இரண்டு நீங்கள் யாரையாவது சிறிது நேரம் பார்க்காதபோது நீங்கள் அவரை நீண்ட நேரம் பார்க்க வேண்டாம் என்று சொல்லுங்கள், இதன் பொருள் நீங்கள் இந்த நபரை வாரங்கள் அல்லது மாதங்கள் நீண்ட காலமாக பார்த்ததில்லை என்று அர்த்தம்.",Tamil
1653,అయితే ఈ ఫోటోలు చూడండి.,Telugu
554,"കഴിഞ്ഞ രാത്രി നന്നായി അമ്മ ഇത് ഒരു അത്ഭുതകരമായ സ്വപ്നമായിരുന്നു, എന്റെ അടുത്ത് വന്ന ഈ രാജകുമാരൻ ഉണ്ടായിരുന്നുവെന്ന് നിങ്ങൾക്കറിയാം.",Malayalam
1595,"""""""అన్నాడు అర్జున్.""",Telugu
113,അനേകം ഉപയോക്താക്കൾ തങ്ങളുടെ കാഴ്ച്ചപ്പാട് അനുസരിച്ച് ലേഖനം മാറ്റി എഴുതുമ്പോൾ പലപ്പൊഴും ഒരാൾ എഴുതിയ കാര്യങ്ങൾ പുതുതായി എഴുതുന്ന ആൾ മായ്ച്ചുകളയാറുമുണ്ട്.,Malayalam
1445,ప్రముఖ బీబీసీ నివేదిక ఇదే విషయం పేర్కొంది.,Telugu
345,നിങ്ങൾക്ക് ആർക്കെങ്കിലും ഭാഗ്യം ലഭിക്കണമെങ്കിൽ പ്രശ്‌നമില്ല.,Malayalam
1474,ఎలా జిగురు గ్రౌట్ పని?,Telugu
1625,ఈ ఇద్దరితో కలుపుకొని ఇప్పటివరకు మొత్తం 16 మంది మరణించినట్టు అయింది.,Telugu
649,"எனினும், வெவ்வேறு மொழிப்பதிப்புகளில் இக் கொள்கை வித்தியாசமாகக் கடைப்பிடிக்கப்படுகிறது.",Tamil
267,"പൊതുവേ പക്ഷേ അത് വിജയിച്ചു ' ഒരു meeting ദ്യോഗിക മീറ്റിംഗിന് ഇത് വളരെ ഉചിതമല്ല, അതിനാൽ നിങ്ങൾക്ക് ഒരു തീയതി ഉണ്ടെങ്കിൽ തീർച്ചയായും ഒരു റെൻഡെജൂസ് സ്മാർട്ട് വേഡ് നമ്പർ 9 ഒബ്ട്യൂസ് ഒബ്ട്യൂസ് ഒബ്ട്യൂസ് എന്ന് നിങ്ങൾ വിളിക്കാം, നിങ്ങൾ ആരെയെങ്കിലും ഓർമയോ ബുദ്ധിശൂന്യമോ എന്ന് വിളിക്കാൻ ശ്രമിക്കുമ്പോൾ നിങ്ങൾ ഇത് ഉപയോഗിക്കും.",Malayalam
473,തീർച്ചയായും തുടരുക.,Malayalam
1355,ನಾನು ಸರಿಯಾಗಿದ್ದೇನೆ ಆದರೆ ಅರ್ಪಿಸಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು.,Kannada
1900,) రాసుకొని ఉండ‌డు.,Telugu
1446,'ఎవరు మీరు' అన్నాను.,Telugu
1971,పింక్ చీర ధరించి భారత సాంప్రదాయంలో అమెరికా పౌరసత్వం తీసుకున్న నారాయణన్ కు సర్టిఫికేట్ ఆఫ్ సిటిజన్ షిప్ ట్రంప్ అందజేశారు.,Telugu
435,ഈ വാക്കിന്റെ അർത്ഥമെന്താണെന്ന് എന്നോട് പറയാമോ?,Malayalam
562,"അത് അതിശയകരമായിരിക്കും, ഞാൻ time ഹിച്ചാലും അവൾ പഠിക്കും, മറ്റെന്തെങ്കിലും സംസാരിക്കാം.",Malayalam
1486,"ది నేషనల్ కౌన్సిల్ ఫర్, 1993",Telugu
1040,"அதோடு அவள் அவனுடைய வண்டியில் ஏறினாள், அவளுடைய அம்மாவிடம் விடைபெறாமல் அவர்கள் வண்டியில் பயணம் செய்துகொண்டிருந்தபோது தேவதூதருடன் சவாரி செய்தார்கள், திடீரென்று ஒரு மாயாஜால போர்ட்டலுக்குள் நுழைந்தார்கள், அது ஒரு புயல் பகுதி வழியாகப் பயணித்தது.",Tamil
1092,"ನಿಮ್ಮ ಸ್ನೇಹಿತರು ಈ ಅದ್ಭುತ ಚಾನಲ್ ಮತ್ತು ಅದ್ಭುತವಾದ ಬದಲು ನೀವು ಬಳಸಬಹುದಾದ ಕೆಲವು ಇತರ ಪದಗಳು ನಂಬಲಾಗದ ಅದ್ಭುತ ಅಥವಾ ಅಸಾಧಾರಣವಾದ ಒಳ್ಳೆಯದು, ಆದ್ದರಿಂದ ನಾವು ಈ ವೀಡಿಯೊದಲ್ಲಿ ಸಮತೋಲಿತ ಐದು ಪದಗಳನ್ನು ಮುಂದುವರಿಸುವ ಮೊದಲು ಈ ವೀಡಿಯೊದ ಅಡಿಯಲ್ಲಿ ಪ್ರತಿಕ್ರಿಯಿಸಲು ಮರೆಯದಿರಿ.",Kannada
1737,యూపీఏ హయాంలో ఏర్పాటైన నేషనల్ రివర్ గంగా బేసిన్ అథారిటీలో స్వామి సనంద్ సభ్యునిగా కూడా కొనసాగారు.,Telugu
143,"ആർക്കും വിക്കിപീഡിയയിൽ എഴുതാവുന്നതുകൊണ്ട് നല്ല ലേഖനങ്ങൾ ചില ഉപയോക്താക്കൾ വന്ന് പാടേ മായ്ച്ചുകളയുന്നതും, പരസ്പരബന്ധമില്ലാത്ത കാര്യങ്ങളും തമാശകളും എഴുതിവെക്കുന്നതും, ലേഖനങ്ങളിൽ അശ്ലീല ചിത്രങ്ങൾ ചേർക്കുന്നതും ഒക്കെ വാൻഡലിസത്തിന് ഉദാഹരണമാണ്.",Malayalam
1211,"ಯಾರಾದರೂ ನಿಜವಾಗಿಯೂ ಉತ್ತಮವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದ್ದರೆ ನೀವು ಇದನ್ನು ಮಾಡಬಹುದು, ಒಳ್ಳೆಯ ಕೆಲಸವನ್ನು ಮುಂದುವರಿಸಲು ನೀವು ಅವರಿಗೆ ಹೇಳಬಹುದು, ನಿಮ್ಮಂತೆಯೇ ಒಳ್ಳೆಯವರಾಗಿರಿ ಮತ್ತು ಒಳ್ಳೆಯ ಕೆಲಸವನ್ನು ಮುಂದುವರಿಸಿ ಮತ್ತೊಂದು ನುಡಿಗಟ್ಟು ಆಡುಮಾತಿನಂತಿದೆ, ಮತ್ತು ಇದು ಅಮೆರಿಕನ್ನರು ಹೇಳಿ.",Kannada
2018,"పాకిస్ధాన్ భారత వ్యవహారాల్లో జోక్యం చేసుకోకుండా, అంతర్గత వ్యవహారాలు చూసకుంటే మంచిదని హెచ్చరించారు.",Telugu
380,നിങ്ങൾ അതിനെക്കുറിച്ച് കരയുന്ന പ്രശ്നത്തേക്കാൾ വളരെ മികച്ചതാണ് നിങ്ങൾ ' നിങ്ങളുടെ കണ്ണുനീരിന് വിലയില്ല.,Malayalam
381,"ഇത് വിലമതിക്കുന്നില്ല, നിങ്ങൾ റോക്ക് ചെയ്യുന്ന വാചകം വ്യക്തിപരമായി ഞാൻ ഇഷ്ടപ്പെടുന്നു, അതിനർത്ഥം നിങ്ങൾ അതിശയകരമാണ് എന്നാണ്.",Malayalam
324,നിങ്ങൾ വീട്ടിലെത്തിയതായും നിങ്ങളുടെ എല്ലാ സുഹൃത്തുക്കളും നിങ്ങളുടെ കട്ടിലിൽ ഇരിക്കുന്നതായും ആശങ്കകളൊന്നുമില്ല.,Malayalam
107,മറ്റു ചിലരാകട്ടെ അവയ്ക്ക് സ്വന്തം കഴിവനുസരിച്ച് മലയാളം പദങ്ങൾ സൃഷ്ടിച്ച് ഉപയോഗിക്കുന്നു.,Malayalam
1242,ನೀವು ನನ್ನನ್ನು ಆವರಿಸಬಹುದೇ ಹೊರಡುವ ಸಮಯ ಮತ್ತು ಹುಡುಗರಿಗೆ ನಾನು ಹೋಗುವುದು ಉತ್ತಮ ಅಂದರೆ ನಾನು ಈಗಾಗಲೇ ಹೋಗಬೇಕು.,Kannada
542,"അവളുടെ ഏക മകളായ നാർസിസ മരിയൻ വളരെ വിനീതവും മധുരമുള്ളതുമായ നാർസിസ ആയിരുന്നു, എന്നിരുന്നാലും അവൾ ഒരു ജീവനുള്ളവളായിരുന്നുവെന്ന് വാക്കുകൾക്കപ്പുറത്ത് സുന്ദരിയാണെന്ന് നിങ്ങൾ കാണുന്നു.",Malayalam
1918,దేశంలో ఐదో అతిపెద్ద.,Telugu
1254,ನಮಸ್ಕಾರ ಮತ್ತು ಸ್ವಾಗತ.,Kannada
540,"സന്തോഷകരമായ പഠനം, മറ്റൊരു പാഠത്തിൽ ഞാൻ നിങ്ങളെ ഉടൻ കാണും.",Malayalam
1485,డిజీల్ ఢిల్లీలో రూ.,Telugu
596,"பெரும்பாலும் இதன் எல்லாக் கட்டுரைகளும், இதனைப் பயன்படுத்தும் எவராலும், தொகுக்கப்படக் கூடுவன.",Tamil
54,സ്വന്തം കണ്ടെത്തലുകളും കാഴ്ചപ്പാടുകളും മാറ്റിനിർത്തി ലേഖനങ്ങളെഴുതുക എന്നതാണ് വിക്കിപീഡിയയുടെ ശൈലിയും കീഴ്‌വഴക്കവും.,Malayalam
1354,"ಅದು ಅದ್ಭುತವಾಗಿದೆ, ಧನ್ಯವಾದಗಳು.",Kannada
